name1,id1,slug1,name2,id2,slug2,match_type,similarity,confidence,action,keep_id,reason
"Rachana","2fa996ef-2ae1-408e-ba51-2d127b2cdd71","celeb-rachana","Rachana Banerjee","a6c0ed13-7af7-474f-beaa-b8322190fdf5","celeb-rachana-banerjee","fuzzy_medium",0.9000,0.7650,"manual_review","2fa996ef-2ae1-408e-ba51-2d127b2cdd71","Different name format (initials vs full)"
"Raja","98e1d48e-717c-44ff-beda-210a6ccfe700","celeb-raja","Raja Babu","f424b7d3-ec8e-4582-80b2-86128875307a","celeb-raja-babu","fuzzy_medium",0.9000,0.7650,"manual_review","98e1d48e-717c-44ff-beda-210a6ccfe700","Different name format (initials vs full)"
"Raja","98e1d48e-717c-44ff-beda-210a6ccfe700","celeb-raja","Rajasekhar","9124d7c0-72fd-4f21-ab80-8a35fe1d2d83","celeb-rajasekhar","fuzzy_medium",0.9000,0.7650,"manual_review","9124d7c0-72fd-4f21-ab80-8a35fe1d2d83","90% similar names"
"Raja","98e1d48e-717c-44ff-beda-210a6ccfe700","celeb-raja","Rajasulochana","c67e9235-b9e3-470f-830f-1c590fe1ad89","rajasulochana","fuzzy_medium",0.9000,0.7650,"manual_review","98e1d48e-717c-44ff-beda-210a6ccfe700","90% similar names"
"Raja","98e1d48e-717c-44ff-beda-210a6ccfe700","celeb-raja","Ravi Raja Pinisetty","9ed3ce4f-3ae6-43bd-8808-588421b33792","celeb-ravi-raja-pinisetty","fuzzy_medium",0.9000,0.7650,"manual_review","98e1d48e-717c-44ff-beda-210a6ccfe700","Different name format (initials vs full)"
"Ram","08a4e8a4-8d99-4508-bfe0-e6d377bc4906","celeb-ram","Ram Charan","9877433a-4cfb-42dc-ad11-3949246282c9","ram-charan","fuzzy_medium",0.9000,0.7650,"manual_review","08a4e8a4-8d99-4508-bfe0-e6d377bc4906","Different name format (initials vs full)"
"Ram","08a4e8a4-8d99-4508-bfe0-e6d377bc4906","celeb-ram","Ram Gopal Varma","c3402cb7-d484-4146-b04e-7a36a8fe8cd4","celeb-ram-gopal-varma","fuzzy_medium",0.9000,0.7650,"manual_review","08a4e8a4-8d99-4508-bfe0-e6d377bc4906","Different name format (initials vs full)"
"Ram","08a4e8a4-8d99-4508-bfe0-e6d377bc4906","celeb-ram","Ram Pothineni","454b072a-3efc-4bff-8e81-fa315758a700","celeb-ram-pothineni","fuzzy_medium",0.9000,0.7650,"manual_review","08a4e8a4-8d99-4508-bfe0-e6d377bc4906","Different name format (initials vs full)"
"Ram","08a4e8a4-8d99-4508-bfe0-e6d377bc4906","celeb-ram","Ramakrishna","e756e016-7d19-4e93-8be8-7a036babec14","celeb-ramakrishna","fuzzy_medium",0.9000,0.7650,"manual_review","08a4e8a4-8d99-4508-bfe0-e6d377bc4906","90% similar names"
"Ram","08a4e8a4-8d99-4508-bfe0-e6d377bc4906","celeb-ram","Ramesh Varma","d0632b12-6681-42a2-96b4-c049024b9890","celeb-ramesh-varma","fuzzy_medium",0.9000,0.7650,"manual_review","08a4e8a4-8d99-4508-bfe0-e6d377bc4906","Different name format (initials vs full)"
"Ramya Krishna","ed0400fb-23c3-4fc8-b945-afb6c51d8f03","celeb-ramya-krishna","Ramya Krishnan","7b5ad0b1-105a-4a9d-a5f9-1070ce756e28","celeb-ramya-krishnan","fuzzy_medium",0.9000,0.7650,"manual_review","ed0400fb-23c3-4fc8-b945-afb6c51d8f03","90% similar names"
"Rekha","643e770e-6b92-4809-8309-1775ea11af6f","celeb-rekha","Rekha Vedavyas","2e17dc45-3a4b-4311-9697-e90d127abc13","celeb-rekha-vedavyas","fuzzy_medium",0.9000,0.7650,"manual_review","643e770e-6b92-4809-8309-1775ea11af6f","Different name format (initials vs full)"
"S. V. Krishna Reddy","b37c432b-117a-4a66-8972-26b7b3042c09","celeb-s-v-krishna-reddy","S.V. Krishna Reddy","d4edec92-7691-44a5-ab1b-cb70b68b7c08","celeb-s-v-krishna-reddy","fuzzy_medium",0.9412,0.8000,"manual_review","d4edec92-7691-44a5-ab1b-cb70b68b7c08","Spacing difference"
"Samantha","96b036df-313a-4bd0-b472-1fb35b57b21c","celeb-samantha","Samantha Ruth Prabhu","5cd427fc-92bb-477c-b38c-f5777373c577","samantha","fuzzy_medium",0.9000,0.7650,"manual_review","96b036df-313a-4bd0-b472-1fb35b57b21c","Different name format (initials vs full)"
"Sarath","a5cff200-ecc6-4355-b6d0-65d76117008c","celeb-sarath","Sarath Babu","d9d8348b-6e2c-4545-a71d-1aa3db514b27","celeb-sarath-babu","fuzzy_medium",0.9000,0.7650,"manual_review","d9d8348b-6e2c-4545-a71d-1aa3db514b27","Different name format (initials vs full)"
"Siva","39032b87-5b87-46f2-80d4-e5d8e33ab798","celeb-siva","Siva Nageshwara Rao","d99381d1-b5e7-41b3-8f82-426ff8f72416","celeb-siva-nageshwara-rao","fuzzy_medium",0.9000,0.7650,"manual_review","39032b87-5b87-46f2-80d4-e5d8e33ab798","Different name format (initials vs full)"
"Siva","39032b87-5b87-46f2-80d4-e5d8e33ab798","celeb-siva","Sivaji","72e1b4b8-2b29-4402-a2d6-6c06a68c7252","celeb-sivaji","fuzzy_medium",0.9000,0.7650,"manual_review","39032b87-5b87-46f2-80d4-e5d8e33ab798","90% similar names"
"Siva","39032b87-5b87-46f2-80d4-e5d8e33ab798","celeb-siva","Sivaji Ganesan","ef16114f-6a26-4fab-abe4-6e5514be1f6e","celeb-sivaji-ganesan","fuzzy_medium",0.9000,0.7650,"manual_review","39032b87-5b87-46f2-80d4-e5d8e33ab798","Different name format (initials vs full)"
"Siva","39032b87-5b87-46f2-80d4-e5d8e33ab798","celeb-siva","Sivaji Sontineni","4e703c38-2903-484e-9f58-2fbb6ae314a3","celeb-sivaji-sontineni","fuzzy_medium",0.9000,0.7650,"manual_review","39032b87-5b87-46f2-80d4-e5d8e33ab798","Different name format (initials vs full)"
"Sivaji","72e1b4b8-2b29-4402-a2d6-6c06a68c7252","celeb-sivaji","Sivaji Ganesan","ef16114f-6a26-4fab-abe4-6e5514be1f6e","celeb-sivaji-ganesan","fuzzy_medium",0.9000,0.7650,"manual_review","72e1b4b8-2b29-4402-a2d6-6c06a68c7252","Different name format (initials vs full)"
"Sivaji","72e1b4b8-2b29-4402-a2d6-6c06a68c7252","celeb-sivaji","Sivaji Sontineni","4e703c38-2903-484e-9f58-2fbb6ae314a3","celeb-sivaji-sontineni","fuzzy_medium",0.9000,0.7650,"manual_review","72e1b4b8-2b29-4402-a2d6-6c06a68c7252","Different name format (initials vs full)"
"Sneha","bd9e9bd1-6eba-40ea-a7ab-1eedebb46ba6","celeb-sneha","Sneha Ullal","d1a70399-9bde-4a0e-92bb-7895d2bcb9b8","celeb-sneha-ullal","fuzzy_medium",0.9000,0.7650,"manual_review","bd9e9bd1-6eba-40ea-a7ab-1eedebb46ba6","Different name format (initials vs full)"
"Srikanth","d5045b23-8427-4866-a2be-55743c370b54","srikanth","Srikanth Addala","d434530d-44bb-4002-9ca4-9558f15d0a6e","celeb-srikanth-addala","fuzzy_medium",0.9000,0.7650,"manual_review","d5045b23-8427-4866-a2be-55743c370b54","Different name format (initials vs full)"
"Suhasini","5c7b187a-ced1-43a8-9a3b-c1a8585c35af","celeb-suhasini","Suhasini Maniratnam","39da7ce6-a6de-454e-b5ec-b6c0a7f34b23","celeb-suhasini-maniratnam","fuzzy_medium",0.9000,0.7650,"manual_review","5c7b187a-ced1-43a8-9a3b-c1a8585c35af","Different name format (initials vs full)"
"Suman","2498ba80-af97-4cfd-8e03-d031d6b87191","celeb-suman","Suman Talwar","9cccfd4f-4ae9-4cfb-8ed0-8aa40ec1aa16","celeb-suman-talwar","fuzzy_medium",0.9000,0.7650,"manual_review","2498ba80-af97-4cfd-8e03-d031d6b87191","Different name format (initials vs full)"
"Suman","2498ba80-af97-4cfd-8e03-d031d6b87191","celeb-suman","Sumanth","248254e4-ff6a-4b36-b0d1-fbfc5f6f1bbf","celeb-sumanth","fuzzy_medium",0.9000,0.7650,"manual_review","2498ba80-af97-4cfd-8e03-d031d6b87191","90% similar names"
"Suman","2498ba80-af97-4cfd-8e03-d031d6b87191","celeb-suman","Sumanth Ashwin","4a992d7e-6de8-4395-85be-717a73f31c4c","celeb-sumanth-ashwin","fuzzy_medium",0.9000,0.7650,"manual_review","2498ba80-af97-4cfd-8e03-d031d6b87191","Different name format (initials vs full)"
"Sumanth","248254e4-ff6a-4b36-b0d1-fbfc5f6f1bbf","celeb-sumanth","Sumanth Ashwin","4a992d7e-6de8-4395-85be-717a73f31c4c","celeb-sumanth-ashwin","fuzzy_medium",0.9000,0.7650,"manual_review","248254e4-ff6a-4b36-b0d1-fbfc5f6f1bbf","Different name format (initials vs full)"
"Sunil","ffa417ef-e0a9-4612-8616-8200ea040468","celeb-sunil","Sunil Kumar Reddy","6fc28832-b0c8-4003-bce6-47a720e90e58","celeb-sunil-kumar-reddy","fuzzy_medium",0.9000,0.7650,"manual_review","ffa417ef-e0a9-4612-8616-8200ea040468","Different name format (initials vs full)"
"Sunil","ffa417ef-e0a9-4612-8616-8200ea040468","celeb-sunil","Sunil Varma","257313e7-84cf-4fda-a5e7-e50173d0331a","celeb-sunil-varma","fuzzy_medium",0.9000,0.7650,"manual_review","ffa417ef-e0a9-4612-8616-8200ea040468","Different name format (initials vs full)"
"Suresh","3120f3e2-b7ec-4ebd-b889-916d6fcf811d","celeb-suresh","Suresh Krissna","bd0bdd1b-f70f-4e4b-8749-b8ddc435dcab","celeb-suresh-krissna","fuzzy_medium",0.9000,0.7650,"manual_review","3120f3e2-b7ec-4ebd-b889-916d6fcf811d","Different name format (initials vs full)"
"Teja","db380131-e880-4b5c-a0bd-33e9e3fdb392","celeb-teja","Teja Sajja","be6c1552-df81-462e-867a-ca74f42d25a9","celeb-teja-sajja","fuzzy_medium",0.9000,0.7650,"manual_review","db380131-e880-4b5c-a0bd-33e9e3fdb392","Different name format (initials vs full)"
"Teja","db380131-e880-4b5c-a0bd-33e9e3fdb392","celeb-teja","Tejaswi Madivada","8fff2439-45b3-4edd-9335-6bd1bd7b7f02","celeb-tejaswi-madivada","fuzzy_medium",0.9000,0.7650,"manual_review","db380131-e880-4b5c-a0bd-33e9e3fdb392","Different name format (initials vs full)"
"Trisha","add5a5e8-b134-40bc-ad2a-8b4bdae51ce8","celeb-trisha","Trisha Krishnan","a526cd38-7a84-44f6-b515-b9320484ad2e","celeb-trisha-krishnan","fuzzy_medium",0.9000,0.7650,"manual_review","a526cd38-7a84-44f6-b515-b9320484ad2e","Different name format (initials vs full)"
"V Madhusudhana Rao","abe649f2-c137-40ec-97af-a0d454ffd658","celeb-v-madhusudhana-rao","V. Madhusudhan Rao","87203689-6c93-4af5-bab6-e8dce7fa105b","celeb-v-madhusudhan-rao","fuzzy_medium",0.9444,0.8028,"manual_review","87203689-6c93-4af5-bab6-e8dce7fa105b","94% similar names"
"Veera","bfa022b9-e971-4cda-89bf-23fc3afecf23","","Veerabhadram","ec10df4d-efc7-4bde-a586-d079e0ccad1d","celeb-veerabhadram","fuzzy_medium",0.9000,0.7650,"manual_review","bfa022b9-e971-4cda-89bf-23fc3afecf23","90% similar names"
"Venkatesh","52cf4ded-32c8-4d0f-9883-5867f252aa78","celeb-52cf4ded","Venkatesh Daggubati","856084ab-0d5c-4bc8-b7df-bf05bba37274","venkatesh-daggubati","fuzzy_medium",0.9000,0.7650,"manual_review","856084ab-0d5c-4bc8-b7df-bf05bba37274","Different name format (initials vs full)"
"Venu","4964d38c-49f0-4555-b934-12def4a66bfd","celeb-venu","Venu Thottempudi","db80e4fb-b72a-49d5-a62e-5ba30554ec53","celeb-venu-thottempudi","fuzzy_medium",0.9000,0.7650,"manual_review","4964d38c-49f0-4555-b934-12def4a66bfd","Different name format (initials vs full)"
"Vikram","a19d62c4-0ba4-4793-a5ea-6fd666348882","celeb-vikram","Vikram Kumar","be1e9196-ba7b-4028-8df7-f5936605849f","celeb-vikram-kumar","fuzzy_medium",0.9000,0.7650,"manual_review","a19d62c4-0ba4-4793-a5ea-6fd666348882","Different name format (initials vs full)"
"Vishnu","ae01e5b2-7220-48c6-b2f9-66d4c21be4ba","celeb-vishnu","Vishnu Manchu","e295076a-0eea-476e-bba8-de12c715d6bf","celeb-vishnu-manchu","fuzzy_medium",0.9000,0.7650,"manual_review","ae01e5b2-7220-48c6-b2f9-66d4c21be4ba","Different name format (initials vs full)"
"C. S. Rao","da6ce938-b660-4ad9-ad23-ebd8b91a9dda","celeb-c-s-rao","C.S. Rao","0a022e7f-f8cb-4e3c-9ac5-c16bd85e16d3","celeb-c-s-rao","same_slug_prefix",0.8571,0.7714,"manual_review","da6ce938-b660-4ad9-ad23-ebd8b91a9dda","Similar slug prefix: ""celeb-c-s-rao"" vs ""celeb-c-s-rao"""
"E V V Satyanarayana","da60dad4-f36d-4e36-8467-a231c42f9524","celeb-e-v-v-satyanarayana","E.V.V. Satyanarayana","25f2f198-b386-463a-87d4-61655dbe088d","celeb-e-v-v-satyanarayana","same_slug_prefix",0.8947,0.8053,"manual_review","25f2f198-b386-463a-87d4-61655dbe088d","Similar slug prefix: ""celeb-e-v-v-satyanarayana"" vs ""celeb-e-v-v-satyanarayana"""
"N T Rama Rao","56e96776-389c-498c-9e4d-e099031e7f04","n-t-rama-rao","N.T. Rama Rao","2066cd3d-60ec-46b2-86f0-eb4c50b2253a","celeb-n-t-rama-rao","same_slug_prefix",0.9167,0.8250,"manual_review","2066cd3d-60ec-46b2-86f0-eb4c50b2253a","Similar slug prefix: ""n-t-rama-rao"" vs ""celeb-n-t-rama-rao"""
"S. V. Krishna Reddy","b37c432b-117a-4a66-8972-26b7b3042c09","celeb-s-v-krishna-reddy","S.V. Krishna Reddy","d4edec92-7691-44a5-ab1b-cb70b68b7c08","celeb-s-v-krishna-reddy","same_slug_prefix",0.9412,0.8471,"manual_review","d4edec92-7691-44a5-ab1b-cb70b68b7c08","Similar slug prefix: ""celeb-s-v-krishna-reddy"" vs ""celeb-s-v-krishna-reddy"""
"Samantha","96b036df-313a-4bd0-b472-1fb35b57b21c","celeb-samantha","Samantha Ruth Prabhu","5cd427fc-92bb-477c-b38c-f5777373c577","samantha","same_slug_prefix",0.9000,0.8100,"manual_review","96b036df-313a-4bd0-b472-1fb35b57b21c","Similar slug prefix: ""celeb-samantha"" vs ""samantha"""
