Type,Movie,Year,Field,Current Value,Suggested Value,Confidence,Details,Action
missing_field,"Daana Veera Soora Karna",1977,writer,"-","-",60%,"Missing writer",report_only
missing_field,"Daana Veera Soora Karna",1977,producer,"-","-",60%,"Missing producer",report_only
missing_field,"Vemulawada Bheemakavi",1976,editor,"-","-",60%,"Missing editor",report_only
missing_field,"Vemulawada Bheemakavi",1976,writer,"-","-",60%,"Missing writer",report_only
missing_field,"Vemulawada Bheemakavi",1976,producer,"-","-",60%,"Missing producer",report_only
missing_field,"Vemulawada Bheemakavi",1976,tmdb_id,"-","-",60%,"Missing tmdb_id",report_only
missing_field,"Annadammula Anubandham",1975,cinematographer,"-","-",60%,"Missing cinematographer",report_only
missing_field,"Annadammula Anubandham",1975,editor,"-","-",60%,"Missing editor",report_only
missing_field,"Annadammula Anubandham",1975,writer,"-","-",60%,"Missing writer",report_only
missing_field,"Annadammula Anubandham",1975,producer,"-","-",60%,"Missing producer",report_only
missing_field,"Annadammula Anubandham",1975,tmdb_id,"-","-",60%,"Missing tmdb_id",report_only
