id,slug,title,year,pattern,pattern_type,field,current_value,suggested_fix,confidence,reasoning
"21e05b6d-bb91-40f1-b015-658b0f322156","eshwar-alla-1998","Eshwar Alla",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"237de891-3ffa-4f9a-a08b-c7e529ce5fdf","raaj-2011","Raaj",2011,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"29228be7-bd96-4c50-aa69-7782214553a4","priya-o-priya-1997","Priya O Priya",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"ab1ba789-ffbd-4afd-a172-544ef3cf2635","nuvvante-nakishtam-2005","Nuvvante Nakishtam",2005,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"fcf9a94e-8e65-478a-ac34-52e355b96d35","brindavanam-2010","Brindavanam",2010,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"c18de86d-91a0-49b3-92e8-91a8c1ccd0c2","alias-janaki-2013","Alias Janaki",2013,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shravan","Nadeem-Shravan",0.9,"""Shravan"" is part of duo ""Nadeem-Shravan"""
"75b5bcc1-6801-476e-9016-0dcd4e8668ca","thank-you-subba-rao-2001","Thank You Subba Rao",2001,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"030b5a05-1e35-42c1-afb9-b2ce0804506c","ela-cheppanu-2003","Ela Cheppanu",2003,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"e0a71f35-413c-4ee3-8742-83461ba92635","mr-errababu-2005","Mr. Errababu",2005,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"cfe70ee3-2b38-4945-a056-e200ecc1680b","chinni-chinni-aasa-1999","Chinni Chinni Aasa",2013,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Raj","Raj-Koti",0.9,"""Raj"" is part of duo ""Raj-Koti"""
"3ef21eca-2b4a-46be-968b-c8d8fec43f26","snehithulu-1998","Snehithulu",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"9b7b604c-6907-4c79-bd7f-dd22d1a3f974","devara-2-tba","Devara: Part 2",2026,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"88b7c57b-0891-45ee-b02f-abd5dadf4bd2","aravinda-sametha-veera-raghava-2018","Aravinda Sametha Veera Raghava",2018,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"82697b40-d442-4f56-9212-8631a00a9dd6","oosaravelli-2011","Oosaravelli",2011,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"f8befd96-f6ee-4c14-9e47-b4054eb0de29","brahmi-gadi-katha-2011","Brahmi Gadi Katha",2011,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"a11f8bfe-78fc-45f4-ac5a-d31151fd5e7c","aayanaki-iddaru-1995","Aayanaki Iddaru",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"b8d39d77-8f0c-4941-8d94-9d5422f0988f","sivayya-1998","Sivayya",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"bdd02173-ce10-41dc-9fec-73e715a43939","adhurs-2010","Adhurs",2010,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"087fe5c9-2ac3-4c9a-9e0b-8035057e8763","nuvve-kavali-2000","Nuvve Kavali",2000,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"be59a58d-ae60-4845-bed7-232a6acfdb22","kanyadanam-1998","Kanyadanam",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"c8616f45-4a63-40b9-808a-32872c73c71a","rikshavodu-1995","Rikshavodu",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"1b158286-1c1c-4e02-9f94-1939ef63b9cf","veedekkadi-mogudandi-2001","Veedekkadi Mogudandi?",2001,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
